Date,AMZN Percent Change Rate,APPL Percent Change Rate,Bitcoin Percent Change Rate,DOW Percent Change Rate,Ethereum Percent Change Rate,META Percent Change Rate,Solana Percent Change Rate,MSFT Percent Change Rate,S&P 500 Composite Percent Change Rate,NASDAQ Composite Percent Change Rate,S&P Gold Percent Change Rate,NVDA Percent Change Rate,TSLA Percent Change Rate,Oil Percent Change Rate,XMAG Percent Change Rate,Silver Percent Change Rate
2016-12-31,,,100.25928434607178,,98.0392156862745,,,,,,,,,,,
2017-01-01,,,103.54691111136478,,134.15125,,,,,,,,,,,
2017-01-02,,,102.406649982912,,77.99032808117701,,,,,,,,,,,
2017-01-03,100.50675450411406,100.28492488343984,102.18146585893382,100.60295710078633,3494.181756272402,101.57322903085615,,100.7080785323463,100.8486575577422,100.85377996403572,100.89481454968458,95.57054525014054,101.54429313491508,100.16375545851528,,102.63554865327912
2017-01-04,100.46572107155652,99.88807576409812,110.48387096774196,100.3037960422015,102.73743367336505,101.56597638199555,,99.55257270693512,100.57223085883348,100.88265415134792,100.283801161811,102.33305885582088,104.60873772984932,99.12806539509538,,100.87429470027422
2017-01-05,103.07324546343008,100.50853301154974,87.61031260294399,99.78502830184895,31.417051637614236,101.66821130676551,,100.0,99.92293295166796,100.19974438561256,101.37224555973174,97.45957544639435,99.89426870287524,100.76965365585488,,100.51517717220864
2017-01-06,101.9911589467615,101.11482720178373,89.27203103045656,100.3241824205788,280.1591188436164,102.27065550675395,,100.86677367576245,100.35169678272366,100.60350514036232,99.33116203326742,101.33674071161786,100.99624918136897,101.6548463356974,,99.28847061551328
2017-01-07,,,100.70616193065624,,15.9425410153758,,,,,,,,,,,
2017-01-08,,,100.14869487503466,,703.8678946775602,,,,,,,,,,,
2017-01-09,100.11683563863866,100.91595284539056,99.2724659119508,99.61720714493234,14.579351701315767,101.20735758852608,,99.6817313812858,99.64514400653498,100.19489011168145,101.03196908484104,104.05431619786614,100.99166191795535,97.29874776386404,,100.9959890725124
